chapter,questions,label
169,a rise in the number of vehicles in cities worldwide has increased,0
170,"when insects are fossilized, it is usually in",1
170,"when water deposits minerals into empty spaces to produce a fossil, it is called",1
170,a bone dissolves and leaves behind a space called a __________. that space is filled with other materials to form a __________ in the shape of the original organism.,1
170,"when the original shell or bone dissolves and the material is substituted for by a different mineral, this is called",1
170,the most common way that fossil leaves are made is by,1
170,which of the following is a way to get a picture of a sand,0
170,mollusks are found as,0
170,the shape of the original organism is,0
170,fossils that are compressed by high pressure,0
170,"if a fossil has been replaced by quartz, mildly acidic water may dissolve the",0
170,what is the most uncommon type of preservation of soft tissue original material?,0
170,which of the following is a method of preserving fossils?,0
170,which of the following is a way to get a picture of a sand,0
170,fossils of leaves and ferns are most likely to,0
170,scientists compare the DNA sequences of ancient remains to those of modern counterparts.,0
171,"everything we can see, even through our most advanced telescopes is in",1
171,the ancient greeks thought the universe had __________ at the center and a sphere to which __________ were attached.,1
171,what did the ancient Greeks recognize as the universe?,0
171,the stars in the solar system,0
171,the andromeda nebula,0
171,the universe contains all of the,0
172,who first discovered uranus?,1
172,the composition of uranus is,1
172,uranus is a blue-green color because,1
172,uranus is unusual among the outer planets because,1
172,"uranus has _____ known moons, most of which are named for characters from __________.",1
172,uranus rings,1
172,which of the following is true?,0
172,light from the sun comes from,0
172,a planets rings are,0
172,scientists think that Uranus was knocked over by a collision with another planet-,0
172,"when sunlight reflects off of uranus, clouds of methane filter out red",0
172,the first person to discover the sun was,0
172,the name of the god of the sky is,0
172,which of the following is a mineral in Uranus?,0
172,uranus,0
172,uranus has,0
172,Uranus orbits the sun about,0
172,uranus,0
173,venus has a core made of ______ and a mantle made of _______.,1
173,venus orbits the sun __________ than earth and rotates on its axis __________.,1
173,volcanism on venus,1
173,a topographical map of venus reveals,1
173,scientists know that venus surface,1
173,Clouds on Venus are mostly made of,0
173,which of the following is true about Venus?,0
173,which of the following is true about Venus?,0
173,"because Venus is in earths orbit, it always appears",0
173,which of the following is a method of determining the geological history of a distant,0
173,"Earth rotates at a very slow rate, about how many times every 243 earth days",0
173,volcanic activity is caused by,0
173,what is the main feature of the earths volcanic system?,0
173,pictures of Venus taken at ultraviolet wavelengths show,0
173,which of the following is true?,0
174,water may cause the next war because,1
174,a region is said to be in drought when,1
174,water scarcity is,1
174,the california coast receives as much rainfall as,0
174,which of the following is true?,0
174,water scarcity was a problem in 1995,0
174,rainfall in some regions will,0
174,droughts can,0
174,"in developed nations, water is",0
175,"contaminants such as radioactive substances, toxic chemicals and petroleum come from __________.",1
175,which of these agricultural wastes can cause water pollution?,1
175,water pollution contributes to water shortages by,0
175,"in developed countries, the three main sources of water pollution are",0
175,which of the following is a harmful chemical to the environment?,0
175,industrial waste includes,0
176,the process that changes solid rock into sediments.,1
176,the process that moves sediments.,1
176,the appalachian mountains,0
176,The smallest of the four elements in a molecule is,0
176,the process that changes solid rock into sediments is called,0
176,the process that moves sediments from rocks is called,0
177,"based on his polar experiences, wegener thought the continents",1
177,"the continents were joined into a single landmass that has since broken apart, which wegener named",1
177,the reason scientists did not accept wegeners mechanism for continental drift is,1
177,scientists rejected wegeners theory because,1
177,"if earth had strong forces, it would stop rotating in less than one year.",0
177,early hypotheses suggested that,0
177,which of the following is a way to get a picture of a sand,0
177,a hypothesis that explained the oceans chemistry was flawed because,0
177,Holmes thought that the sandstone sandstone was,0
